,Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price
246,honda city,Kochi,2016,33915,Petrol,Manual,First,17.8,1497.0,117.3,5.0,8.09
253,honda jazz,Coimbatore,2017,49575,Petrol,Manual,First,18.7,1199.0,88.7,5.0,7.17
254,hyundai i10,Jaipur,2010,83000,Petrol,Manual,First,19.81,1086.0,68.05,5.0,1.75
258,maruti swift,Coimbatore,2017,27872,Petrol,Manual,Second & Above,20.4,1197.0,81.8,5.0,5.95
259,hyundai grand,Mumbai,2014,16514,Petrol,Manual,First,18.9,1197.0,82.0,5.0,3.75
262,hyundai santro,Hyderabad,2006,99000,Petrol,Manual,First,18.822213351075625,1086.0,123.95847826488415,5.0,1.75
263,hyundai i20,Mumbai,2010,52000,Petrol,Manual,First,17.0,1197.0,80.0,5.0,2.8
272,hyundai i10,Bangalore,2010,36000,Petrol,Manual,Second & Above,20.36,1197.0,78.9,5.0,3.25
278,ford ecosport,Mumbai,2017,22695,Petrol,Manual,First,18.88,999.0,123.24,5.0,8.5
280,maruti alto,Kochi,2016,32227,Petrol,Manual,First,22.74,796.0,47.3,5.0,3.26
281,honda city,Jaipur,2011,55000,Petrol,Manual,First,17.0,1497.0,118.0,5.0,4.21
284,hyundai verna,Kochi,2012,54308,Petrol,Manual,First,17.1,1591.0,121.3,5.0,4.28
285,honda city,Jaipur,2009,78442,Petrol,Automatic,First,16.8,1497.0,118.0,5.0,3.57
287,hyundai i20,Coimbatore,2014,45051,Petrol,Automatic,First,15.0,1396.0,98.6,5.0,5.96
289,honda city,Ahmedabad,2014,49000,Petrol,Manual,First,17.4,1497.0,117.3,5.0,6.9
292,maruti wagon,Delhi,2009,60000,Petrol,Manual,First,18.9,1061.0,67.0,5.0,1.35
293,honda jazz,Delhi,2015,62178,Petrol,Manual,First,18.2,1199.0,88.7,5.0,4.85
295,hyundai i10,Hyderabad,2010,74000,Petrol,Manual,First,20.36,1197.0,78.9,5.0,3.1
297,hyundai i10,Pune,2012,45275,Petrol,Manual,First,20.36,1197.0,78.9,5.0,2.8
301,volkswagen polo,Mumbai,2015,31978,Petrol,Manual,First,16.47,1198.0,73.9,5.0,3.89
302,maruti alto,Hyderabad,2011,70000,Petrol,Manual,First,20.92,998.0,67.1,5.0,2.1
303,honda city,Mumbai,2017,15000,Petrol,Automatic,First,18.0,1497.0,117.3,5.0,12.69
307,hyundai santro,Chennai,2006,58000,Petrol,Manual,Second & Above,18.822213351075625,1086.0,123.95847826488415,5.0,1.5
309,maruti celerio,Hyderabad,2014,77815,Petrol,Automatic,First,23.1,998.0,67.04,5.0,4.25
314,honda brio,Kochi,2012,91931,Petrol,Manual,First,18.5,1198.0,86.8,5.0,3.13
317,maruti wagon,Delhi,2012,65000,Petrol,Manual,First,18.9,998.0,67.1,5.0,2.65
320,maruti ertiga,Mumbai,2018,18000,Petrol,Manual,First,16.02,1373.0,93.7,7.0,8.25
324,honda city,Kolkata,2008,40000,Petrol,Manual,First,17.7,1497.0,78.0,5.0,1.8
330,hyundai i10,Bangalore,2009,37000,Petrol,Automatic,Second & Above,16.95,1197.0,78.9,5.0,2.95
331,honda jazz,Kochi,2016,28503,Petrol,Automatic,First,19.0,1199.0,88.7,5.0,6.86
333,hyundai i20,Pune,2011,79152,Petrol,Manual,Second & Above,18.5,1197.0,82.85,5.0,3.3
334,volkswagen polo,Kolkata,2011,32000,Petrol,Manual,First,16.47,1198.0,73.9,5.0,2.55
335,maruti alto,Ahmedabad,2009,35000,Petrol,Manual,First,19.7,796.0,46.3,5.0,1.5
336,toyota corolla,Chennai,2004,105000,Petrol,Automatic,Second & Above,11.3,1794.0,125.0,5.0,2.5
337,maruti alto,Chennai,2006,56000,Petrol,Manual,Second & Above,19.7,796.0,46.3,5.0,1.4
339,maruti alto,Pune,2012,38000,Petrol,Manual,First,19.7,796.0,46.3,5.0,2.25
341,toyota corolla,Kolkata,2008,80000,Petrol,Automatic,First,11.3,1794.0,125.0,5.0,2.8
342,hyundai i20,Coimbatore,2016,24973,Petrol,Manual,First,18.6,1197.0,81.83,5.0,7.66
344,honda city,Delhi,2010,87430,Petrol,Manual,First,17.0,1497.0,118.0,5.0,3.5
347,hyundai eon,Coimbatore,2016,27904,Petrol,Manual,First,21.1,814.0,55.2,5.0,3.55
352,maruti alto,Pune,2017,30000,Petrol,Manual,First,24.07,998.0,67.1,5.0,3.75
357,skoda superb,Kochi,2019,13747,Petrol,Automatic,First,14.67,1798.0,177.46,5.0,27.3
358,hyundai i10,Chennai,2009,620000,Petrol,Manual,First,20.36,1197.0,78.9,5.0,2.7
360,maruti swift,Mumbai,2016,18000,Petrol,Automatic,First,18.5,1197.0,83.14,5.0,6.2
367,maruti alto,Kolkata,2018,26200,Petrol,Manual,First,24.7,796.0,47.3,5.0,2.9
368,maruti alto,Bangalore,2011,11000,Petrol,Manual,Second & Above,18.9,796.0,47.0,5.0,2.9
371,hyundai grand,Coimbatore,2015,37081,Petrol,Automatic,First,18.9,1197.0,82.0,5.0,5.77
385,honda city,Mumbai,2016,28000,Petrol,Manual,First,17.8,1497.0,117.3,5.0,8.75
386,hyundai santro,Hyderabad,2007,50958,Petrol,Manual,First,17.0,1086.0,123.95847826488415,5.0,1.95
387,honda city,Chennai,2011,93982,Petrol,Manual,First,17.0,1497.0,118.0,5.0,3.75
388,hyundai verna,Pune,2010,95000,Petrol,Manual,First,16.2,1599.0,103.2,5.0,2.5
390,honda amaze,Delhi,2015,52516,Petrol,Manual,First,18.0,1198.0,86.7,5.0,4.65
393,hyundai eon,Chennai,2014,37000,Petrol,Manual,First,21.1,814.0,55.2,5.0,3.25
394,maruti wagon,Kolkata,2014,17400,Petrol,Manual,First,20.51,998.0,67.04,5.0,3.1
402,maruti alto,Jaipur,2010,125000,Petrol,Manual,First,19.7,796.0,46.3,5.0,0.92
403,maruti wagon,Pune,2013,53000,Petrol,Manual,First,14.0,1061.0,64.0,5.0,2.75
405,hyundai verna,Pune,2011,49768,Petrol,Manual,Second & Above,17.01,1591.0,121.3,5.0,4.95
408,skoda superb,Hyderabad,2010,57000,Petrol,Automatic,First,13.7,1798.0,157.75,5.0,7.25
417,hyundai i20,Jaipur,2017,40250,Petrol,Manual,First,17.19,1197.0,81.86,5.0,6.9
419,hyundai eon,Kolkata,2015,20800,Petrol,Manual,Second & Above,21.1,814.0,55.2,5.0,2.25
420,hyundai grand,Kochi,2018,40322,Petrol,Manual,First,18.9,1197.0,81.86,5.0,5.5
421,honda city,Mumbai,2013,52576,Petrol,Manual,First,13.0,1493.0,100.0,5.0,4.35
422,volkswagen polo,Kolkata,2010,55000,Petrol,Manual,First,16.47,1198.0,73.9,5.0,2.25
423,audi a6,Mumbai,2016,47000,Petrol,Automatic,First,15.26,1798.0,187.74,5.0,24.5
425,hyundai creta,Coimbatore,2017,23163,Petrol,Manual,First,15.29,1591.0,121.3,5.0,12.03
426,mercedes-benz new,Mumbai,2011,50000,Petrol,Automatic,Second & Above,11.74,1796.0,186.0,5.0,8.5
428,hyundai santro,Pune,2006,108000,Petrol,Manual,Second & Above,17.0,1086.0,123.95847826488415,5.0,1.2
430,honda brio,Delhi,2014,30000,Petrol,Manual,Second & Above,19.4,1198.0,86.8,5.0,3.2
431,maruti baleno,Coimbatore,2018,12831,Petrol,Automatic,First,21.4,1197.0,83.1,5.0,9.89
433,hyundai eon,Kochi,2018,13102,Petrol,Manual,First,21.1,814.0,55.2,5.0,4.06
436,maruti alto,Kochi,2016,34267,Petrol,Manual,First,22.74,796.0,47.3,5.0,3.74
438,maruti wagon,Ahmedabad,2007,55100,Petrol,Manual,First,18.9,998.0,67.1,5.0,1.45
439,honda city,Kolkata,2008,40000,Petrol,Manual,First,17.7,1497.0,78.0,5.0,2.0
443,hyundai santro,Coimbatore,2012,50243,Petrol,Manual,First,18.822213351075625,1086.0,123.95847826488415,5.0,3.35
444,hyundai eon,Hyderabad,2014,20600,Petrol,Manual,First,21.1,814.0,55.2,5.0,2.6
445,hyundai creta,Coimbatore,2017,29952,Petrol,Automatic,First,13.0,1591.0,121.3,5.0,13.77
446,volkswagen vento,Mumbai,2017,15000,Petrol,Manual,Second & Above,16.09,1598.0,103.5,5.0,7.1
447,honda civic,Pune,2008,61938,Petrol,Automatic,Second & Above,12.9,1799.0,130.0,5.0,2.65
450,hyundai i20,Coimbatore,2017,26185,Petrol,Manual,First,18.6,1197.0,81.83,5.0,7.98
452,maruti ritz,Chennai,2011,67000,Petrol,Manual,Second & Above,18.5,1197.0,85.8,5.0,2.25
460,hyundai i20,Pune,2016,6800,Petrol,Manual,First,18.6,1197.0,81.83,5.0,7.2
464,volkswagen polo,Hyderabad,2013,76476,Petrol,Manual,First,16.47,1198.0,73.9,5.0,4.4
467,honda city,Kolkata,2011,48466,Petrol,Manual,First,17.0,1497.0,118.0,5.0,3.26
468,hyundai santro,Bangalore,2008,46000,Petrol,Manual,Second & Above,17.92,1086.0,62.1,5.0,2.22
472,ford fiesta,Chennai,2009,80524,Petrol,Manual,Second & Above,15.3,1596.0,123.95847826488415,5.0,2.5
476,hyundai grand,Delhi,2015,27000,Petrol,Manual,First,18.9,1197.0,82.0,5.0,4.5
477,ford figo,Hyderabad,2018,3678,Petrol,Manual,First,18.16,1196.0,86.8,5.0,6.8
478,skoda octavia,Mumbai,2013,21000,Petrol,Manual,First,16.8,1395.0,138.02,5.0,8.75
492,hyundai i10,Jaipur,2010,59000,Petrol,Manual,Second & Above,19.81,1086.0,68.05,5.0,2.32
494,maruti ertiga,Jaipur,2014,98000,Petrol,Manual,First,16.02,1373.0,93.7,7.0,5.5
496,honda amaze,Pune,2015,79000,Petrol,Manual,First,18.0,1198.0,86.7,5.0,4.0
498,maruti sx4,Kochi,2013,66012,Petrol,Manual,First,15.5,1586.0,103.3,5.0,4.15
499,honda brio,Mumbai,2014,35000,Petrol,Automatic,First,16.5,1198.0,86.8,5.0,4.25
500,maruti wagon,Ahmedabad,2011,75000,Petrol,Manual,First,18.9,998.0,67.1,5.0,2.6
502,chevrolet beat,Kochi,2012,32717,Petrol,Manual,First,18.6,1199.0,79.4,5.0,2.55
508,hyundai grand,Mumbai,2017,8500,Petrol,Manual,Second & Above,18.9,1197.0,82.0,5.0,4.8
511,hyundai santro,Hyderabad,2009,80227,Petrol,Manual,First,17.92,1086.0,62.1,5.0,2.3
512,hyundai creta,Kochi,2019,8587,Petrol,Manual,First,15.29,1591.0,121.3,5.0,13.56
517,toyota etios,Coimbatore,2013,27075,Petrol,Manual,First,17.6,1496.0,88.73,5.0,4.95
518,maruti wagon,Ahmedabad,2012,30000,Petrol,Manual,First,22.5,998.0,67.04,5.0,3.3
519,hyundai creta,Chennai,2016,69434,Petrol,Manual,First,15.8,1591.0,121.3,5.0,8.0
520,maruti celerio,Jaipur,2014,56000,Petrol,Manual,First,23.1,998.0,67.04,5.0,2.79
522,chevrolet beat,Pune,2014,8700,Petrol,Manual,First,18.6,1199.0,76.8,5.0,2.55
526,maruti swift,Kochi,2019,20667,Petrol,Manual,First,22.0,1197.0,81.8,5.0,6.37
528,maruti swift,Kochi,2017,31696,Petrol,Manual,First,20.4,1197.0,81.8,5.0,5.75
530,maruti ertiga,Mumbai,2014,13361,Petrol,Manual,First,16.02,1373.0,93.7,7.0,6.8
532,maruti ertiga,Jaipur,2014,47399,Petrol,Manual,First,16.02,1373.0,93.7,7.0,5.6
533,honda city,Mumbai,2010,69000,Petrol,Automatic,Second & Above,16.8,1497.0,118.0,5.0,2.85
539,honda city,Coimbatore,2015,41950,Petrol,Automatic,First,18.0,1497.0,117.3,5.0,9.6
541,honda amaze,Mumbai,2016,9000,Petrol,Manual,First,18.0,1198.0,86.7,5.0,5.75
545,maruti sx4,Mumbai,2009,77652,Petrol,Automatic,First,12.6,1586.0,103.2,5.0,2.85
550,honda city,Kochi,2009,69690,Petrol,Manual,First,17.7,1497.0,78.0,5.0,3.29
552,maruti swift,Pune,2010,109200,Petrol,Manual,Second & Above,17.5,1298.0,85.8,5.0,2.2
554,honda civic,Ahmedabad,2007,51000,Petrol,Manual,First,13.5,1799.0,130.0,5.0,4.9
569,toyota corolla,Pune,2010,31000,Petrol,Manual,First,12.5,1794.0,132.0,5.0,5.0
570,honda city,Kolkata,2011,42086,Petrol,Manual,First,17.0,1497.0,118.0,5.0,3.35
571,maruti swift,Chennai,2013,49000,Petrol,Manual,First,18.6,1197.0,85.8,5.0,4.45
575,hyundai santro,Chennai,2006,83072,Petrol,Manual,First,17.0,1086.0,123.95847826488415,5.0,1.4
582,hyundai i20,Kochi,2016,42362,Petrol,Manual,First,18.6,1197.0,81.83,5.0,6.15
588,hyundai i20,Bangalore,2015,59000,Petrol,Manual,First,18.5,1197.0,80.0,5.0,5.75
601,toyota corolla,Bangalore,2018,1331,Petrol,Automatic,First,14.28,1798.0,138.03,5.0,20.0
614,hyundai xcent,Mumbai,2014,7400,Petrol,Manual,First,19.1,1197.0,82.0,5.0,4.35
616,hyundai eon,Hyderabad,2015,68764,Petrol,Manual,First,21.1,814.0,55.2,5.0,2.9
620,hyundai eon,Coimbatore,2016,14077,Petrol,Manual,First,21.1,814.0,55.2,5.0,3.95
621,honda city,Mumbai,2009,70000,Petrol,Manual,First,17.0,1497.0,118.0,5.0,2.1
625,honda city,Pune,2013,127000,Petrol,Manual,Second & Above,16.8,1497.0,116.3,5.0,4.5
631,hyundai santro,Chennai,2002,70000,Petrol,Manual,Second & Above,18.822213351075625,1086.0,123.95847826488415,5.0,0.65
634,hyundai i20,Delhi,2013,48454,Petrol,Manual,Second & Above,17.0,1197.0,80.0,5.0,3.5
638,hyundai xcent,Jaipur,2017,28360,Petrol,Manual,First,19.1,1197.0,81.86,5.0,5.12
642,hyundai i10,Kolkata,2013,25000,Petrol,Manual,First,20.36,1197.0,78.9,5.0,2.65
645,mercedes-benz e-class,Delhi,2011,61000,Petrol,Automatic,First,12.3,1796.0,185.0,5.0,12.5
646,chevrolet beat,Kolkata,2010,35000,Petrol,Manual,Second & Above,18.6,1199.0,79.4,5.0,1.5
647,hyundai santro,Jaipur,2004,200000,Petrol,Manual,First,18.822213351075625,1086.0,123.95847826488415,5.0,0.8
652,honda city,Chennai,2005,100000,Petrol,Automatic,Second & Above,16.4,1497.0,78.0,5.0,1.96
654,maruti alto,Bangalore,2011,64357,Petrol,Manual,First,24.07,998.0,67.1,5.0,2.75
658,toyota corolla,Chennai,2007,89000,Petrol,Manual,First,13.4,1794.0,125.0,5.0,3.0
662,volkswagen vento,Mumbai,2013,36000,Petrol,Automatic,First,14.8,1598.0,105.0,5.0,4.65
667,hyundai i20,Pune,2016,21000,Petrol,Manual,First,18.6,1197.0,81.83,5.0,6.3
669,honda city,Pune,2014,58407,Petrol,Manual,First,17.4,1497.0,117.3,5.0,6.16
670,maruti ciaz,Pune,2014,49500,Petrol,Manual,First,20.73,1373.0,91.1,5.0,6.0
676,honda brio,Mumbai,2013,17003,Petrol,Manual,First,19.4,1198.0,86.8,5.0,3.15
677,hyundai i10,Hyderabad,2008,80400,Petrol,Manual,First,16.0,1086.0,66.7,5.0,2.3
681,volkswagen polo,Pune,2017,54000,Petrol,Manual,Second & Above,16.2,1199.0,74.0,5.0,6.0
682,honda jazz,Chennai,2016,17377,Petrol,Manual,First,18.7,1199.0,88.7,5.0,5.9
686,honda city,Chennai,2014,55000,Petrol,Manual,First,16.8,1497.0,116.3,5.0,7.1
687,skoda superb,Hyderabad,2010,53293,Petrol,Manual,First,13.14,1798.0,160.0,5.0,6.0
689,hyundai i20,Bangalore,2009,64000,Petrol,Manual,Second & Above,17.0,1197.0,80.0,5.0,4.1
690,maruti alto,Hyderabad,2017,25058,Petrol,Automatic,First,24.07,998.0,67.1,5.0,3.95
691,hyundai eon,Kochi,2016,36700,Petrol,Manual,First,21.1,814.0,55.2,5.0,4.38
692,hyundai i10,Mumbai,2011,35000,Petrol,Manual,First,20.36,1197.0,78.9,5.0,2.75
700,maruti ritz,Coimbatore,2013,57717,Petrol,Manual,First,18.5,1197.0,85.8,5.0,4.31
702,hyundai grand,Coimbatore,2017,74515,Petrol,Manual,First,18.9,1197.0,82.0,5.0,5.64
705,hyundai verna,Kochi,2017,37688,Petrol,Manual,First,17.01,1591.0,121.3,5.0,7.88
708,maruti swift,Pune,2008,64000,Petrol,Manual,Second & Above,17.5,1298.0,85.8,5.0,2.85
709,honda city,Delhi,2011,100000,Petrol,Manual,First,13.0,1343.0,90.0,5.0,3.5
713,hyundai xcent,Kochi,2015,41721,Petrol,Manual,First,19.1,1197.0,82.0,5.0,4.7
716,maruti alto,Kochi,2017,54250,Petrol,Manual,First,22.74,796.0,47.3,5.0,3.51
721,maruti wagon,Kochi,2015,43828,Petrol,Manual,First,20.51,998.0,67.04,5.0,3.52
724,maruti swift,Mumbai,2015,19000,Petrol,Manual,First,20.85,1197.0,83.14,5.0,5.25
726,ford ecosport,Kochi,2018,37630,Petrol,Automatic,First,15.63,1499.0,110.4,5.0,9.1
727,hyundai i20,Chennai,2010,67714,Petrol,Manual,First,18.5,1197.0,80.0,5.0,3.25
729,hyundai verna,Pune,2010,51000,Petrol,Manual,First,16.2,1599.0,103.2,5.0,3.1
732,honda city,Delhi,2014,55818,Petrol,Manual,Second & Above,17.4,1497.0,117.3,5.0,5.7
733,maruti swift,Chennai,2006,97800,Petrol,Manual,Second & Above,16.1,1262.5791940018744,123.95847826488415,5.279646017699115,1.75
742,maruti celerio,Delhi,2014,35214,Petrol,Automatic,Second & Above,23.1,998.0,67.04,5.0,3.2
744,volkswagen vento,Kochi,2012,121377,Petrol,Manual,First,15.04,1598.0,103.6,5.0,3.8
748,hyundai santro,Hyderabad,2007,71297,Petrol,Manual,First,17.0,1086.0,123.95847826488415,5.0,2.2
750,honda city,Bangalore,2015,18955,Petrol,Automatic,First,18.0,1497.0,117.3,5.0,10.65
755,mercedes-benz new,Kochi,2014,56778,Petrol,Automatic,First,11.74,1796.0,186.0,5.0,15.46
756,honda jazz,Kochi,2018,20024,Petrol,Manual,First,18.2,1199.0,88.7,5.0,8.46
757,toyota etios,Kolkata,2013,42103,Petrol,Manual,First,16.78,1496.0,88.73,5.0,3.25
758,maruti alto,Hyderabad,2012,67147,Petrol,Manual,First,19.7,796.0,46.3,5.0,2.6
759,maruti swift,Coimbatore,2016,37806,Petrol,Manual,First,20.4,1197.0,81.8,5.0,5.2
764,ford figo,Coimbatore,2017,28854,Petrol,Manual,First,18.16,1196.0,86.8,5.0,6.7
765,maruti baleno,Hyderabad,2005,92450,Petrol,Manual,First,15.4,1590.0,94.0,5.0,1.2
773,maruti ritz,Kolkata,2011,50000,Petrol,Manual,Second & Above,18.5,1197.0,85.8,5.0,1.5
776,hyundai i10,Coimbatore,2014,41016,Petrol,Automatic,Second & Above,16.95,1197.0,78.9,5.0,5.08
779,chevrolet beat,Kolkata,2010,17088,Petrol,Manual,First,18.6,1199.0,79.4,5.0,1.46
782,maruti celerio,Hyderabad,2014,44600,Petrol,Automatic,First,23.1,998.0,67.04,5.0,4.55
784,hyundai creta,Ahmedabad,2016,21000,Petrol,Manual,First,15.8,1591.0,121.3,5.0,10.9
785,maruti wagon,Bangalore,2010,81245,Petrol,Manual,First,18.9,998.0,67.1,5.0,2.45
787,ford ecosport,Mumbai,2017,4018,Petrol,Manual,First,18.88,1499.0,110.4,5.0,8.25
791,maruti wagon,Coimbatore,2015,72599,Petrol,Manual,First,22.5,998.0,67.04,5.0,4.32
794,hyundai i20,Mumbai,2018,19500,Petrol,Manual,First,18.6,1197.0,81.83,5.0,5.85
795,maruti ertiga,Bangalore,2013,68000,Petrol,Manual,Second & Above,16.02,1373.0,93.7,7.0,6.25
803,honda jazz,Chennai,2016,23280,Petrol,Manual,First,18.7,1199.0,88.7,5.0,6.5
805,hyundai verna,Hyderabad,2014,67000,Petrol,Manual,First,17.01,1591.0,121.3,5.0,5.6
807,hyundai i20,Kolkata,2018,11000,Petrol,Manual,First,18.6,1197.0,81.83,5.0,6.35
808,honda city,Mumbai,2013,60669,Petrol,Manual,First,16.8,1497.0,116.3,5.0,4.95
810,hyundai verna,Kolkata,2013,35000,Petrol,Manual,First,17.1,1591.0,121.3,5.0,4.5
813,maruti alto,Pune,2014,49000,Petrol,Manual,First,24.07,998.0,67.1,5.0,2.3
815,hyundai i10,Kochi,2016,21456,Petrol,Manual,First,20.36,1197.0,78.9,5.0,4.55
817,hyundai i20,Mumbai,2015,37000,Petrol,Manual,Second & Above,18.6,1197.0,81.83,5.0,5.25
823,maruti wagon,Kolkata,2014,40000,Petrol,Manual,First,20.51,998.0,67.04,5.0,2.49
824,renault kwid,Jaipur,2016,4152,Petrol,Manual,First,25.17,799.0,53.3,5.0,3.15
827,maruti alto,Hyderabad,2014,58500,Petrol,Manual,First,22.74,796.0,47.3,5.0,2.75
828,hyundai i20,Kochi,2017,58620,Petrol,Manual,First,18.6,1197.0,81.83,5.0,7.14
829,toyota etios,Mumbai,2012,29605,Petrol,Manual,First,18.3,1197.0,123.95847826488415,5.0,2.44
830,hyundai i20,Jaipur,2012,71172,Petrol,Manual,Second & Above,17.0,1197.0,80.0,5.0,3.5
832,maruti wagon,Kolkata,2014,25000,Petrol,Manual,First,20.51,998.0,67.04,5.0,2.75
834,volkswagen polo,Mumbai,2015,57022,Petrol,Automatic,First,17.21,1197.0,103.6,5.0,6.51
836,maruti swift,Coimbatore,2014,33372,Petrol,Manual,Second & Above,18.6,1197.0,85.8,5.0,6.21
840,hyundai i10,Coimbatore,2014,60138,Petrol,Manual,First,19.81,1086.0,68.05,5.0,4.09
843,maruti celerio,Hyderabad,2014,33450,Petrol,Automatic,First,23.1,998.0,67.04,5.0,4.4
848,volkswagen polo,Mumbai,2014,57000,Petrol,Manual,First,16.47,1198.0,74.0,5.0,3.95
852,hyundai santro,Kolkata,2013,31000,Petrol,Manual,First,17.92,1086.0,62.1,5.0,1.75
859,hyundai i20,Coimbatore,2018,15985,Petrol,Manual,First,18.6,1197.0,81.83,5.0,7.77
861,hyundai i20,Hyderabad,2014,70089,Petrol,Manual,First,18.6,1197.0,81.83,5.0,5.35
868,hyundai grand,Coimbatore,2015,61717,Petrol,Automatic,First,18.9,1197.0,82.0,5.0,5.57
870,hyundai creta,Coimbatore,2016,47016,Petrol,Manual,First,15.29,1591.0,121.3,5.0,9.43
871,hyundai i10,Bangalore,2010,69000,Petrol,Manual,First,20.36,1197.0,78.9,5.0,2.9
872,honda brio,Delhi,2016,32700,Petrol,Manual,First,19.4,1198.0,86.8,5.0,3.68
878,renault kwid,Jaipur,2017,63262,Petrol,Manual,First,21.7,999.0,67.0,5.0,3.25
880,maruti celerio,Pune,2017,7500,Petrol,Automatic,First,23.1,998.0,67.04,5.0,5.0
882,hyundai i10,Jaipur,2010,66770,Petrol,Manual,Second & Above,20.36,1197.0,78.9,5.0,2.6
883,hyundai i10,Kochi,2014,58472,Petrol,Manual,First,19.81,1086.0,68.05,5.0,3.41
889,maruti wagon,Ahmedabad,2015,51530,Petrol,Manual,First,18.9,998.0,67.1,5.0,3.2
898,honda city,Delhi,2010,43000,Petrol,Manual,Second & Above,16.8,1497.0,116.3,5.0,3.75
908,maruti swift,Bangalore,2013,38623,Petrol,Manual,First,19.1,1197.0,85.8,5.0,5.0
910,hyundai eon,Jaipur,2017,23360,Petrol,Manual,First,21.1,814.0,55.2,5.0,3.75
919,honda city,Mumbai,2015,30000,Petrol,Automatic,First,18.0,1497.0,117.3,5.0,8.65
921,volkswagen vento,Chennai,2014,28000,Petrol,Automatic,First,16.93,1197.0,103.6,5.0,7.75
922,maruti celerio,Bangalore,2015,74000,Petrol,Manual,First,23.1,998.0,67.04,5.0,4.15
931,maruti ciaz,Ahmedabad,2017,6006,Petrol,Manual,First,20.73,1373.0,91.1,5.0,8.25
933,honda amaze,Hyderabad,2016,33000,Petrol,Manual,First,17.8,1198.0,86.7,5.0,6.5
937,volkswagen polo,Kolkata,2011,43000,Petrol,Manual,Second & Above,16.47,1198.0,73.9,5.0,2.1
944,maruti sx4,Jaipur,2007,76000,Petrol,Manual,Second & Above,15.0,1586.0,104.68,5.0,2.15
948,maruti ritz,Hyderabad,2013,35433,Petrol,Manual,First,18.5,1197.0,85.8,5.0,4.2
953,maruti baleno,Pune,2016,14930,Petrol,Manual,First,21.4,1197.0,83.1,5.0,5.85
955,hyundai i20,Delhi,2013,71000,Petrol,Manual,First,17.0,1197.0,80.0,5.0,3.65
958,hyundai xcent,Kochi,2016,48163,Petrol,Manual,First,19.1,1197.0,82.0,5.0,4.85
959,hyundai grand,Coimbatore,2017,19168,Petrol,Automatic,First,18.9,1197.0,82.0,5.0,6.93
960,maruti alto,Kolkata,2016,26000,Petrol,Manual,First,22.74,796.0,47.3,5.0,2.6
963,skoda superb,Mumbai,2012,95000,Petrol,Automatic,First,13.7,1798.0,157.75,5.0,10.0
967,hyundai i10,Jaipur,2008,84000,Petrol,Manual,Second & Above,19.81,1086.0,68.05,5.0,1.8
968,maruti swift,Kolkata,2008,47000,Petrol,Manual,Second & Above,17.5,1298.0,85.8,5.0,1.4
972,honda amaze,Coimbatore,2014,28246,Petrol,Manual,Second & Above,17.8,1198.0,86.7,5.0,4.94
973,maruti wagon,Delhi,2007,65000,Petrol,Manual,Second & Above,18.9,998.0,67.1,5.0,1.25
976,hyundai i20,Pune,2011,41980,Petrol,Manual,Second & Above,17.0,1197.0,80.0,5.0,3.3
978,honda civic,Kolkata,2010,38000,Petrol,Manual,First,14.8,1799.0,130.2,5.0,2.0
979,maruti wagon,Pune,2014,51000,Petrol,Manual,First,20.51,998.0,67.04,5.0,3.1
980,skoda rapid,Kochi,2014,33855,Petrol,Manual,First,15.0,1598.0,103.6,5.0,5.09
981,maruti baleno,Pune,2006,146000,Petrol,Manual,Second & Above,15.4,1590.0,94.0,5.0,1.05
985,maruti alto,Chennai,2011,91211,Petrol,Manual,First,20.92,998.0,67.1,5.0,2.1
988,toyota corolla,Bangalore,2005,67000,Petrol,Automatic,Second & Above,11.3,1794.0,125.0,5.0,2.45
992,maruti swift,Mumbai,2016,9107,Petrol,Manual,First,20.4,1197.0,81.8,5.0,5.15
994,maruti wagon,Chennai,2010,134000,Petrol,Manual,Second & Above,18.9,1061.0,67.0,5.0,1.65
996,hyundai santro,Pune,2008,93000,Petrol,Manual,First,18.822213351075625,1086.0,62.0,5.0,1.45
998,hyundai grand,Pune,2014,37632,Petrol,Automatic,First,18.9,1197.0,82.0,5.0,4.5
1001,renault kwid,Hyderabad,2018,1900,Petrol,Manual,First,25.17,799.0,53.3,5.0,4.45
1002,hyundai verna,Coimbatore,2012,54957,Petrol,Automatic,First,17.1,1591.0,121.4,5.0,5.37
1003,maruti wagon,Chennai,2008,55000,Petrol,Manual,Second & Above,18.9,1061.0,67.0,5.0,1.75
1011,honda brio,Mumbai,2014,26856,Petrol,Automatic,First,16.5,1198.0,86.8,5.0,4.15
1014,hyundai i20,Kolkata,2010,18000,Petrol,Manual,First,18.5,1197.0,80.0,5.0,2.25
1022,honda city,Pune,2009,138000,Petrol,Manual,Second & Above,17.0,1497.0,118.0,5.0,3.5
1024,honda city,Coimbatore,2012,42750,Petrol,Manual,First,17.0,1497.0,118.0,5.0,6.33
1036,nissan micra,Pune,2010,85046,Petrol,Manual,Second & Above,18.06,1198.0,75.0,5.0,2.3
1041,maruti swift,Coimbatore,2013,61110,Petrol,Manual,First,18.6,1197.0,85.8,5.0,4.57
1045,hyundai grand,Coimbatore,2016,44178,Petrol,Manual,First,18.9,1197.0,82.0,5.0,5.88
1047,hyundai i20,Kolkata,2015,35000,Petrol,Manual,First,18.5,1197.0,80.0,5.0,4.6
